%time,field.frameNumber,field.markerNumber,field.occluded,field.x_m,field.y_m,field.z_m
1690210081495842626,727933,0,0,0.09736764450448919,0.08871786578602109,0.46977251275870935
1690210081495884188,727933,1,0,0.060972196466107874,0.20563589388059875,0.4755297377219246
1690210081495905261,727933,2,0,0.22527498087232892,0.25676517818504485,0.48585696478622353
1690210081495918992,727933,3,0,0.2613843129915868,0.1403253511107286,0.48036489279676764
1690210081495932748,727933,4,0,0.23727074191901892,0.19699381054875015,0.48304092073215654
1690210081495938457,727933,5,0,0.08609658150960584,0.14897884745277815,0.47408349382820975
1690210081495941951,727933,6,0,0.15813553328381227,0.19071638861610002,0.11300645207190464
1690210081495947693,727933,7,0,0.19289823721075,0.20172788753845822,0.11492427608549716
1690210081496072633,727933,8,0,0.17516142974014282,0.20736787227889678,0.07238220388139377
1690210081504328409,727934,0,0,0.09735661511791233,0.08910599246704917,0.46987258247941643
1690210081504366266,727934,1,0,0.0612668199271825,0.20611982952434424,0.4756074051389253
1690210081504376487,727934,2,0,0.22570806247384873,0.25682937366269354,0.48579956776267263
1690210081504419953,727934,3,0,0.2615131605587963,0.1402945816259597,0.4803299017751202
1690210081504439685,727934,4,0,0.23754767840119098,0.19702612718409723,0.48299957104301144
1690210081504450033,727934,5,0,0.08624399796241657,0.14939758940007655,0.4741668122681206
1690210081504469178,727934,6,0,0.15813897419046727,0.19080253216130555,0.11302278821860327
1690210081504498151,727934,7,0,0.19293128625809094,0.20172511450348854,0.11491195675091101
1690210081504502918,727934,8,0,0.1751794723063701,0.2073935466344431,0.07237992584312145
1690210081512104590,727935,0,0,0.0973365393793612,0.08947072463197765,0.46997021186235916
1690210081512120735,727935,1,0,0.061531067670406656,0.2065732029067111,0.47567786885370567
1690210081512143923,727935,2,0,0.2260995599258923,0.25689215982782987,0.48575131052407594
1690210081512157357,727935,3,0,0.26162164271276694,0.1402695181637123,0.48030878025790685
1690210081512164552,727935,4,0,0.23779396234277095,0.19705951702038824,0.48296912018083266
1690210081512171042,727935,5,0,0.0863711943010278,0.14979059010486043,0.4742460003164155
1690210081512247354,727935,6,0,0.15815047663617782,0.19087339193407848,0.11304217832683176
1690210081512268270,727935,7,0,0.19297001743919376,0.20171322303077002,0.11490614770384644
1690210081512306758,727935,8,0,0.17520655929081647,0.20740663895702233,0.07238231621793176
1690210081519792547,727936,0,0,0.09732272072448876,0.08981655669923529,0.47006120782560223
