field.frameNumber,field.x_m,field.y_m,field.z_m,,,field.frameNumber,field.x_m,field.y_m,field.z_m
671712,0.5669576828933331,0.09741461196082331,0.4790723397119545,,,671712,0.5560012548116589,0.0860408500167809,0.11381528886670256
671713,0.5669147543484623,0.0974060308307312,0.4790755118826336,,,671713,0.5559939971598964,0.08604159584696339,0.1138171024665495
671714,0.5668686420739544,0.09739690020710895,0.4790765198075513,,,671714,0.555986157436778,0.08603796766462934,0.1138167969405801
671715,0.5668166229671199,0.09738964970074451,0.4790779387011451,,,671715,0.55598231518097,0.08603971765157525,0.11381650385411145
671716,0.5667587303934819,0.0973790434153057,0.4790802412441417,,,671716,0.5559805700473841,0.086041640106052,0.1138167561884948
671717,0.5666971795763589,0.09737003032082445,0.47908336112996086,,,671717,0.5559690551411028,0.0860378054066741,0.1138182423547946
671718,0.5666248372334994,0.0973600307129984,0.4790809651042115,,,671718,0.5559481722902532,0.08603285652712155,0.11381418188967934
671719,0.5665479683217962,0.0973514370638171,0.47908143011484705,,,671719,0.555937159488441,0.08603604714117985,0.1138123626371311
671720,0.5664629103610537,0.0973442381945767,0.4790850808665055,,,671720,0.5559332484482362,0.08603785377937495,0.1138133862873922
671721,0.5663681370059188,0.09733991226995205,0.4790848507397891,,,671721,0.5559095918357638,0.08603410732842509,0.1138110950759205
671722,0.5662647942919006,0.09733978663718079,0.4790890680044658,,,671722,0.5559034895527879,0.0860394554406176,0.11381237172041475
671723,0.5661503448107046,0.09734870597840325,0.479090941542276,,,671723,0.5558825384559583,0.08604185285617369,0.11381180691455965
671724,0.5660297594838652,0.09735968105505816,0.4790946534814394,,,671724,0.555876512559047,0.08604345499957139,0.11381260687363755
671725,0.5658989954821606,0.09737653927986324,0.4790956782186347,,,671725,0.555858117606479,0.0860454748832047,0.11381098551941404
671726,0.5657640364042824,0.09739574441080345,0.4790992601519422,,,671726,0.5558385260724787,0.08604615142570425,0.11381198970173159
671727,0.5656252880431414,0.09741915649355355,0.4791043399555933,,,671727,0.5558235023267784,0.0860487922696442,0.11381437460830124
671728,0.5654796059890932,0.09744254428491064,0.4791007404615215,,,671728,0.5557981038237634,0.08605144465550854,0.11380821339000395
671729,0.5653302400923166,0.09747190210082345,0.47910193508561116,,,671729,0.5557966815889779,0.08605938752032241,0.1138061853944152
671730,0.5651814352609714,0.0975053893118907,0.47910308669082924,,,671730,0.5557724062747544,0.08606049632465596,0.11380512123346881
671731,0.5650327369709516,0.0975372168143502,0.47910302430232476,,,671731,0.5557487037895654,0.08607002504366881,0.11380256001296615
671732,0.564887112781492,0.09757355815724104,0.4791059385530285,,,671732,0.5557263507124848,0.0860719563882668,0.11380344394848496
671733,0.5647430223093439,0.09761230513275625,0.47910758839729384,,,671733,0.5557076840237123,0.08607905704513741,0.1138029678135223
671734,0.5646013980650314,0.0976541007522838,0.47911122534213973,,,671734,0.5556986413437527,0.0860884998298116,0.1138043724536352
671735,0.5644642917711146,0.09769960125535859,0.4791097119635675,,,671735,0.5556721354634996,0.0860904644452159,0.11380156135749969
671736,0.5643331867292216,0.09774578557195795,0.4791127350546964,,,671736,0.5556634696497069,0.08610067651750594,0.11380280306528195
671737,0.5642079934108379,0.0977904359985342,0.4791105456449457,,,671737,0.5556426880360029,0.08610368219244754,0.11379948052570885
671738,0.5640885432692131,0.09783407067942194,0.47911198493885976,,,671738,0.5556258088114066,0.08610922288113546,0.11379974994139455
671739,0.5639722969835234,0.0978792244356381,0.47911068114363625,,,671739,0.5556099001079378,0.08611232277107765,0.1137974876877316
671740,0.5638622713686768,0.0979222553973602,0.4791125178588866,,,671740,0.5555988360076757,0.08612079226958455,0.1137981873525159
671741,0.5637555846566169,0.09796211765950096,0.47911034526059654,,,671741,0.5555825083131065,0.08612526615640675,0.11379512693700086
671742,0.5636560940067177,0.0979994701181142,0.47910886480887566,,,671742,0.5555722075403102,0.08612566042771219,0.11379286133753325
671743,0.5635608460916333,0.09803385912517565,0.47910968689852695,,,671743,0.5555495867806024,0.08613694983769485,0.11379283505222024
671744,0.5634442980032499,0.09806846954446545,0.4791539245051123,,,671744,0.5555697874160916,0.08611383187022131,0.11383598395150371
671745,0.5633598289031494,0.0980920374892423,0.4791573754124031,,,671745,0.5555600522100984,0.08612369744867696,0.11383828025112974
671746,0.5632816614511249,0.09810972343733446,0.4791581851970321,,,671746,0.5555471219975874,0.0861199332755568,0.11383840637229095
671747,0.5632076140172929,0.09812391768541459,0.47915696960500875,,,671747,0.5555373136517614,0.08612554218128321,0.11383611823350005
671748,0.5631393117252659,0.0981334862286255,0.4791572892970648,,,671748,0.5555273280370182,0.08612664845126985,0.11383549618836214
671749,0.5630730846724077,0.0981385601128721,0.47915929403522406,,,671749,0.5555229763578607,0.0861273827071145,0.1138363595635356
671750,0.5630074285127973,0.09814288459172815,0.47916201497197386,,,671750,0.5555155556766513,0.0861298648615565,0.1138379421713861
671751,0.5629452242986275,0.0981435023266383,0.47916130660837475,,,671751,0.5555024463295146,0.08612751535551799,0.11383632788059606
671752,0.5628829302025806,0.09814302435024075,0.4791612529087123,,,671752,0.5554955398319633,0.08612365943791189,0.11383526108790584
671753,0.5628228878811703,0.0981420660521372,0.4791620096347374,,,671753,0.5554903079904423,0.08612564564640746,0.11383481672129105
671754,0.5627613389603182,0.0981430956973093,0.4791605556255367,,,671754,0.5554805469573416,0.08612670697368915,0.11383232589357101
671755,0.5627015246403502,0.09814404765271224,0.47916567973329893,,,671755,0.5554798893343252,0.0861282859770884,0.11383625520784275
671756,0.5626430185842812,0.09814685000504525,0.4791713855204254,,,671756,0.5554742600453386,0.08612832241363015,0.11384101056539335
671757,0.5625848940792781,0.09815477186958835,0.47916948852919344,,,671757,0.5554636480161087,0.08612740207685245,0.1138384753375726
671758,0.5625267350653442,0.09816543284490215,0.47916908760323185,,,671758,0.5554630797088842,0.0861326720533882,0.11383713388171715
671759,0.5624726372097559,0.09817743230218444,0.4791677572429758,,,671759,0.5554591762358255,0.08613880875737785,0.11383502961300675
671760,0.5624186675161413,0.098191062363889,0.4791673783565068,,,671760,0.5554622179605769,0.0861401461722004,0.1138339659812336
671761,0.562370030567783,0.09820309741225129,0.4791712201399554,,,671761,0.5554600951735071,0.08614449937464186,0.1138371785075693
671762,0.5623195918755337,0.0982177320389961,0.4791699224158231,,,671762,0.555457961298566,0.08615070051750826,0.1138352488008975
671763,0.5622734268147139,0.09823370501066894,0.4791731516289093,,,671763,0.5554631611145481,0.08615835134782696,0.1138377918781043
671764,0.5622301881817554,0.09824867383490316,0.47917459079950714,,,671764,0.5554638570288759,0.08616334365679565,0.11383874458885225
671765,0.5621878254599032,0.09826870057654355,0.4791736887812449,,,671765,0.5554660805569167,0.08616631168592045,0.11383758421746255
671766,0.562144604254709,0.09829170841788329,0.4791770668888614,,,671766,0.5554598306452387,0.08617156070204429,0.11384087269182325
671767,0.5621043135242585,0.0983192927480717,0.47917982127756975,,,671767,0.5554563624509958,0.08618046224265845,0.11384357545773885
671768,0.562065685999142,0.0983481606382319,0.47918000871623634,,,671768,0.5554479854528949,0.0861803296766119,0.11384417841976885
671769,0.5620287277584493,0.09838069753927145,0.4791793614093164,,,671769,0.5554491574775983,0.08618670512339495,0.11384371467727285
671770,0.5619954512092239,0.09841678892392505,0.47917826401345076,,,671770,0.5554452791767186,0.08619610355174105,0.11384298093143269
671771,0.5619654187518519,0.0984518706779927,0.4791736909901648,,,671771,0.555441730078787,0.08620053220691465,0.1138389606934085
671772,0.5619405525499244,0.09848829910736195,0.4791742529822246,,,671772,0.555445986922469,0.08620224084434744,0.1138401697667271
671773,0.5619184162485203,0.09852803338195634,0.47917468336036145,,,671773,0.5554399954217366,0.08620517938261504,0.11384155277658645
671774,0.5618966154306736,0.09856464642532295,0.4791739250697783,,,671774,0.5554361933880932,0.08620709127795065,0.1138416478931633
671775,0.5618749558974754,0.09860045110894125,0.47916922248115756,,,671775,0.5554304919110018,0.08621344375414455,0.11383766087997475
671776,0.5618580894686691,0.09863535725815355,0.47916816764832254,,,671776,0.5554305928044945,0.08622078124762875,0.11383724292615985
671777,0.5618430872985245,0.098672151858878,0.47916781449600876,,,671777,0.5554255717185631,0.0862226863142759,0.1138379015807449
671778,0.5618293511071124,0.09870929243291156,0.4791666454176558,,,671778,0.5554258517029766,0.08622805832954986,0.11383757052779975
671779,0.561816677872248,0.09874592207455865,0.4791655308071824,,,671779,0.5554239846797528,0.08623489352304739,0.1138372857896783
671780,0.5618035465064327,0.0987820524732129,0.4791622110978488,,,671780,0.5554208315356695,0.0862384314500178,0.11383490922941734
671781,0.5617943354000656,0.0988211589477597,0.4791602824664575,,,671781,0.5554175065414503,0.0862448538317208,0.11383400148933445
671782,0.5617874334418211,0.0988621711094271,0.4791585246923002,,,671782,0.5554146766448527,0.08625209233276515,0.11383333687562006
671783,0.5617813881793723,0.09890419994163331,0.4791600618138254,,,671783,0.5554202105581856,0.0862555073722644,0.1138360070832386
671784,0.5617742673509221,0.0989504338448862,0.47915710130992684,,,671784,0.5554214309047592,0.0862617077856059,0.1138342897181506
671785,0.5617651986045114,0.09899906872047295,0.47915434640282983,,,671785,0.5554153360161538,0.08626900742753744,0.11383292114306384
671786,0.5617551759558203,0.09904940304610955,0.479154448774825,,,671786,0.5554135429791289,0.0862769796270659,0.11383435918155715
671787,0.5617440774582056,0.09910375208924405,0.4791551097363397,,,671787,0.5554160383336095,0.08628157247670284,0.1138365274002356
671788,0.5617275416312113,0.09915798692599084,0.4791521276410362,,,671788,0.5554166838044278,0.08629003934072665,0.11383485735714635
671789,0.5617086622922964,0.099215190921366,0.4791497095035403,,,671789,0.5554118300100865,0.08629599345169331,0.11383400602340125
671790,0.5616849740952918,0.09927609769228435,0.4791464282196263,,,671790,0.555404878231339,0.0862998669727856,0.113832458049454
