field.frameNumber,field.x_m,field.y_m,field.z_m,,,field.frameNumber,field.x_m,field.y_m,field.z_m
702768,0.16504378700358174,0.09306198044485456,0.47884667209198395,,,702768,0.17110419176130204,0.08561178282090601,0.11337453222524074
702769,0.16546054968957374,0.09283644188000155,0.4788601442370113,,,702769,0.17116107428165156,0.08559022765534315,0.1133781127114859
702770,0.16588680824052085,0.09260970031154181,0.4788707679275003,,,702770,0.17121810834945345,0.08555285922444364,0.1133794585886057
702771,0.16632632499908961,0.0923890481931882,0.47887569350506154,,,702771,0.17126447798408834,0.08552261655435026,0.11337523422917295
702772,0.16676264581122863,0.0921740569361095,0.47888722968401454,,,702772,0.17131893741553114,0.08549883867326685,0.11337826859386625
702773,0.1672178745637559,0.09195654601302021,0.47889577230478986,,,702773,0.1713837158829673,0.08546869315572006,0.1133787788549028
702774,0.1676787608330621,0.09173817077297465,0.47890739932937626,,,702774,0.17144090456060002,0.08544532770766605,0.1133826185415775
702775,0.16814504517775397,0.0915236707101173,0.47891503902420807,,,702775,0.17149753905171775,0.08540785516705116,0.1133832667330599
702776,0.16862037415337988,0.09131682565976185,0.47892354050930364,,,702776,0.17156708079147948,0.08538462605545186,0.1133852458026023
702777,0.16910662051396474,0.09111552204245635,0.4789332912082783,,,702777,0.17163086228646657,0.08535674654590045,0.1133890617674434
702778,0.16959595815081924,0.0909213501015808,0.4789395763867308,,,702778,0.17168831608417334,0.08533137050706426,0.1133899995361328
702779,0.17008667897778465,0.09073306100606224,0.4789417603886164,,,702779,0.17175537442902175,0.08529938476376635,0.1133876473120099
702780,0.17058817409250077,0.0905487432236162,0.47894981767758626,,,702780,0.17182163420944674,0.08528087809400614,0.1133915498975295
702781,0.17108477299739067,0.0903767799578811,0.4789525621747348,,,702781,0.17188371670733382,0.08525362448295845,0.11339102982187946
702782,0.17158812544385676,0.090203042427795,0.4789542074475265,,,702782,0.17194454925442698,0.08523635932568921,0.11338981641597365
702783,0.17208910382852965,0.09003689359613705,0.47895696392126996,,,702783,0.17200961002339066,0.0852086544689629,0.1133905530505428
702784,0.172591696550787,0.08987040529725505,0.4789615599130377,,,702784,0.172083643994946,0.08518410637160859,0.11339364631254184
702785,0.17310074889641047,0.0897031902627442,0.4789613141649593,,,702785,0.1721448516348918,0.08516486165607276,0.1133924303644875
702786,0.1736095785068582,0.08953386316867659,0.478959882342874,,,702786,0.17220460749950284,0.08514112647731775,0.1133906701681226
702787,0.17412594889526956,0.08936194487280645,0.4789631708481012,,,702787,0.17227524081941636,0.08512108206308269,0.11339415009895905
702788,0.1746508796066883,0.08919299913802875,0.4789665680726492,,,702788,0.17233656362145244,0.08510646073430805,0.1133984306281571
702789,0.17518125825309,0.08901728078896495,0.47896050016881714,,,702789,0.1724080141965584,0.08507639309894455,0.11339395699116636
702790,0.1757213637384186,0.0888476774555921,0.4789556327312221,,,702790,0.1724651472031371,0.0850555357024355,0.1133914992552492
702791,0.1762747513620348,0.08868008068855494,0.47895011132248566,,,702791,0.17253967969261147,0.08503162299795,0.11338909457515295
702792,0.17682698258442336,0.0885209223214271,0.478944946388137,,,702792,0.17260590234390516,0.0850115231127333,0.11338785704635346
702793,0.17738327030787265,0.08836377392331131,0.4789375831146103,,,702793,0.17267758337078004,0.084990663956424,0.1133851277694972
702794,0.17793809834283175,0.08821735007795249,0.4789369009546476,,,702794,0.17276510980722182,0.0849699625190127,0.1133896213410632
702795,0.178497271814085,0.08807518828006315,0.478927444909534,,,702795,0.1728271472907128,0.0849505442348511,0.11338646874308589
702796,0.1790512479447837,0.0879431900027057,0.4789214609607003,,,702796,0.17289894082220486,0.08493266893487411,0.1133873245941917
702797,0.1796010876056405,0.08782121504818345,0.47891077480995303,,,702797,0.1729716292943054,0.0849142270339737,0.11338414284940329
702798,0.1801504110241883,0.08770410331427375,0.4789027196705615,,,702798,0.1730444546419294,0.0848993296058449,0.1133842418919716
702799,0.18068969262930018,0.0875920994325953,0.4788938018729174,,,702799,0.17312221723472282,0.08487972926811224,0.11338389047039066
702800,0.1812303864015099,0.08747389672490045,0.4788815891378244,,,702800,0.17318102771162314,0.0848658248687216,0.1133812132760284
702801,0.1817605906900439,0.08735893940329745,0.47887186151418615,,,702801,0.1732497027994278,0.0848523933699431,0.1133812310138466
702802,0.18229199913140134,0.0872379289973487,0.47886380665601047,,,702802,0.1733183238610166,0.0848306038354465,0.1133835788639366
702803,0.182810080764698,0.0871202304287458,0.47885398697264214,,,702803,0.17338102609158462,0.08481702165966624,0.11338455305705865
702804,0.18331805887457253,0.08700118144089564,0.47884430903368574,,,702804,0.17344353031526372,0.08480332997423384,0.11338599115885414
702805,0.18381558609605086,0.0868770014138018,0.478834330457763,,,702805,0.17351793229094098,0.08478821778457946,0.11338705070553935
702806,0.18429391016343238,0.08675654091458986,0.4788173576914784,,,702806,0.17357475129870908,0.0847690160545451,0.11338163372979025
702807,0.1847594789859581,0.08663631167551256,0.4788050233740214,,,702807,0.17363483302524568,0.08475585944204185,0.1133808518679673
702808,0.1852080281631151,0.08651415078709894,0.4787898023636072,,,702808,0.17369684278579833,0.08473564326264865,0.11337709255258535
702809,0.18563108165938555,0.0864070873686323,0.4787695971679732,,,702809,0.17374321138497156,0.08472386914852445,0.11336849661407244
702810,0.18604398681995266,0.0863025057991924,0.478763728996941,,,702810,0.1738025244646941,0.08471794171259445,0.1133738622445913
702811,0.1864316560219655,0.0862034509798163,0.4787482397206143,,,702811,0.17386002589181435,0.08469803696329445,0.1133692490633118
