field.frameNumber,field.x_m,field.y_m,field.z_m
675305,0.509407420675884,0.08530807080222,-1.3187461154196E-06
675306,0.509405599022774,0.085319704959689,-1.31505132061616E-06
675307,0.509418587359762,0.085334869871829,-1.3111300881663E-06
675308,0.509415330710563,0.085341925666083,-1.30876395393331E-06
675309,0.509405169061897,0.085353012167328,-1.3047522958165E-06
675310,0.50940987329343,0.085369323145642,-1.29999500758649E-06
675311,0.509402244780876,0.085372049904971,-1.29870955750677E-06
675312,0.509404086026866,0.085384178293669,-1.29507567064868E-06
675313,0.509412997059512,0.085392906806361,-1.29290231948298E-06
675314,0.509422191946861,0.085403753544309,-1.29009211236042E-06
675315,0.509434556568928,0.085414844752927,-1.28739112859044E-06
675316,0.509440872571059,0.085424802083814,-1.28468757798483E-06
675317,0.509446836019923,0.085427738764441,-1.28412908934061E-06
675318,0.509451586469244,0.085440468222189,-1.28047925312957E-06
675319,0.509464642895748,0.085452319993081,-1.27758396223365E-06
675320,0.509483330282314,0.085463280391469,-1.27529162130546E-06
675321,0.509472011351358,0.085467815877571,-1.27323328674711E-06
675322,0.509481903762951,0.085472886655339,-1.27224536894399E-06
675323,0.509495451045805,0.085477795795163,-1.27152020196197E-06
675324,0.509511315717245,0.085490079068017,-1.26865538591092E-06
675325,0.509509113830619,0.08549010284191,-1.26851979548315E-06
675326,0.509510995712017,0.085501912436309,-1.26498661123797E-06
675327,0.509527357329848,0.085509038251221,-1.2637416172967E-06
675328,0.509535025424579,0.085523404355231,-1.25975688869406E-06
675329,0.509539682638035,0.085530825917156,-1.25773890180536E-06
675330,0.509539115558352,0.08554173079525,-1.25434213860132E-06
675331,0.509544225212837,0.085545616409556,-1.25344120832649E-06
675332,0.509549043249506,0.085556330928291,-1.25041684001514E-06
675333,0.509541288880986,0.085562958560184,-1.24792079092551E-06
675334,0.509546746173581,0.085577085271709,-1.24388112926477E-06
675335,0.509539964225815,0.085588823319694,-1.23986535743859E-06
675336,0.50954392379941,0.085601136254135,-1.23629793535862E-06
675337,0.509534795753939,0.085616430628039,-1.23104851790234E-06
675338,0.509543205455486,0.085628124032281,-1.2279314108854E-06
675339,0.509533055933509,0.085641822759348,-1.22311468903069E-06
675340,0.509528675987898,0.085656288037763,-1.21839758587816E-06
675341,0.509524004993583,0.085665113491607,-1.21540319675262E-06
675342,0.509517131064855,0.085681943373585,-1.20981143414411E-06
675343,0.509520273438572,0.085696282056146,-1.20557154659195E-06
675344,0.509504764218689,0.085707757078958,-1.20112855522825E-06
675345,0.509499566283485,0.085722450628193,-1.19629339295768E-06
675346,0.509493600139181,0.085730495576405,-1.19346431831646E-06
675347,0.509498351282393,0.08574662255149,-1.18876652083211E-06
675348,0.509473144948889,0.085746082016342,-1.18746501848177E-06
675349,0.509472979075836,0.085760186735528,-1.18310459823467E-06
675350,0.509465453785459,0.085768827705096,-1.18000085624903E-06
675351,0.509452354112128,0.085786535725164,-1.1737755805652E-06
675352,0.509444565691983,0.08579430496672,-1.17092540563579E-06
675353,0.50942843738499,0.08580884408846,-1.16550119777514E-06
675354,0.509413690544231,0.085811074780366,-1.16395413168879E-06
675355,0.509397885757636,0.085818039507245,-1.16088517498891E-06
675356,0.509393401013658,0.085824630143453,-1.1585909890921E-06
675357,0.509377053235488,0.085838324537267,-1.15341456347062E-06
675358,0.509358007550808,0.08584585798575,-1.14998140038347E-06
675359,0.509343650641313,0.085854493419947,-1.14648143273444E-06
675360,0.509196990303019,0.08582850285411,-1.14595573597054E-06
675361,0.509178026267243,0.085832011939062,-1.1437686890936E-06
675362,0.509165918704676,0.085839057769228,-1.14089007391405E-06
675363,0.50913139258726,0.085846395081256,-1.13661569578483E-06
675364,0.509105975579948,0.085858128927354,-1.13151575198422E-06
675365,0.509103482143133,0.085863197057654,-1.12980719108036E-06
675366,0.509088684251668,0.085877502334165,-1.12453261041923E-06
675367,0.509072681255499,0.085892272653048,-1.11904438676591E-06
675368,0.509072600158381,0.085901354083475,-1.11623839438302E-06
675369,0.509050279394754,0.085918795706094,-1.10955817489433E-06
675370,0.509054172707892,0.085925886683146,-1.1075976641961E-06
675371,0.50903742259584,0.085946140871503,-1.10037436129584E-06
675372,0.509031617748561,0.085964665634016,-1.09432206629734E-06
675373,0.509028355659778,0.085978502091014,-1.08986404417921E-06
675374,0.50903290281053,0.085992781339931,-1.0857243157858E-06
675375,0.509026834682066,0.086002725899761,-1.08230334477932E-06
675376,0.50901395695189,0.086014604302036,-1.07788920772345E-06
675377,0.509001515605499,0.086023596333345,-1.07439082264182E-06
675378,0.509009053742495,0.086038272927997,-1.07030274981712E-06
675379,0.508994030323281,0.086047925557001,-1.06645019354312E-06
675380,0.509004742985463,0.086060893715184,-1.06307401931405E-06
675381,0.508995556444476,0.086069645678922,-1.0598392740091E-06
675382,0.508993040364046,0.086076019690611,-1.05772658054448E-06
675383,0.508998506090988,0.086088126873148,-1.05431035646308E-06
675384,0.508988169674863,0.086094271266343,-1.05181296672363E-06
675385,0.508995119544035,0.086107491294941,-1.04813992224395E-06
675386,0.508996598780999,0.08611045799945,-1.04731097294586E-06
675387,0.509005196073599,0.08611831825119,-1.04538717138336E-06
675388,0.509008874426983,0.0861257536281,-1.04330790595686E-06
675389,0.509016330134585,0.086129123159442,-1.04270282164087E-06
675390,0.509030800480591,0.086133484183696,-1.04220049429449E-06
675391,0.509041645701573,0.086139331424257,-1.04102856757216E-06
675392,0.50904819111342,0.086138978717094,-1.04151862589941E-06
675393,0.509048004981708,0.08614175104987,-1.0406526270712E-06
675394,0.509070570187074,0.086143817515907,-1.04132959671821E-06
675395,0.509088035160554,0.086135086069137,-1.04504022163665E-06
675396,0.509085656658306,0.086132265538255,-1.04577170079168E-06
675397,0.509098846189082,0.08613159099682,-1.04674804413118E-06
675398,0.509112946555958,0.086135372358543,-1.04640296916259E-06
675399,0.509128462424579,0.08612652404498,-1.05003610950671E-06
675400,0.509132282080957,0.08612287149808,-1.05138526890203E-06
675401,0.509141768673363,0.086119922202199,-1.05284759388535E-06
675402,0.509161836222091,0.086122343261147,-1.05326969995767E-06
675403,0.509165968217473,0.086119262457102,-1.05446069209592E-06
675404,0.509184552169711,0.086121209686357,-1.05494253871408E-06
675405,0.509193619014375,0.086120176801987,-1.05578927556138E-06
675406,0.509204361719034,0.086116179101093,-1.05764816005216E-06
675407,0.509205829310798,0.086111293454367,-1.05924067761443E-06
675408,0.509235372581656,0.086122296437335,-1.05756754220643E-06
675409,0.509235504101363,0.086117754000618,-1.0589763685398E-06
675410,0.50923689145601,0.086123681050215,-1.05722891519111E-06
675411,0.509258617855761,0.086127597866942,-1.05728626420554E-06
675412,0.509279104197589,0.086142488278863,-1.05388645343929E-06
675413,0.509277783178819,0.086138106305896,-1.05516117471227E-06
675414,0.509294043509944,0.086151218157618,-1.05206382067236E-06
675415,0.509293745025899,0.086160794115044,-1.04909262366171E-06
675416,0.509321959171173,0.086170612486006,-1.04770747511029E-06
675417,0.50920966737296,0.086119772516833,-1.05684877799161E-06
675418,0.509226630621064,0.086127101171804,-1.0555762603448E-06
675419,0.509232228762616,0.086123605323311,-1.05698067820459E-06
675420,0.509210785958556,0.086130235004994,-1.05368666292183E-06
675421,0.509208290601061,0.086131597238406,-1.05312111547962E-06
675422,0.509211130731604,0.086130968089605,-1.05348061735233E-06
675423,0.509203488271559,0.086129902299127,-1.0533642089694E-06
675424,0.50919170958672,0.086131102826113,-1.05230779973153E-06
675425,0.509190083601719,0.086131794953808,-1.05199959371527E-06
