field.frameNumber,field.x_m,field.y_m,field.z_m
667230,0.603864898124506,0.078385564445025,-8.95609753071014E-06
667231,0.603875057542989,0.078385189000262,-8.95680511381336E-06
667232,0.603876154925872,0.078377190753325,-8.95933618372258E-06
667233,0.603876297801417,0.078377913472101,-8.95912157528045E-06
667234,0.603878543163206,0.078368579775576,-8.9621314476318E-06
667235,0.603892044810379,0.078359130363091,-8.96583267806506E-06
667236,0.60390724924839,0.07835438784897,-8.96818119866527E-06
667237,0.60390373717898,0.07835058914001,-8.96914837944518E-06
667238,0.603912596976863,0.078345107763794,-8.97135524302595E-06
667239,0.603913579612772,0.078341578421078,-8.9725011452324E-06
667240,0.60392327556831,0.078336945006497,-8.97449515069315E-06
667241,0.603921521360514,0.07832768611172,-8.97724898019092E-06
667242,0.603919804822263,0.07832684805436,-8.9774075019422E-06
667243,0.603925451539851,0.078325343778712,-8.97820042672359E-06
667244,0.603942479228769,0.078313465493084,-8.98285625744455E-06
667245,0.603945799181189,0.078310078342009,-8.98409444494153E-06
667246,0.603955254610686,0.078309239658895,-8.98490391287865E-06
667247,0.603972799912316,0.078305940908513,-8.98694344064754E-06
667248,0.603977740424789,0.078305390069542,-8.98740113169927E-06
667249,0.603977428695193,0.078298664702933,-8.98945748822877E-06
667250,0.60399180387896,0.078291890958819,-8.99238426144144E-06
667251,0.603999242202483,0.078288174956742,-8.99396377646022E-06
667252,0.604008371975812,0.078287624553598,-8.9946653518691E-06
667253,0.604023872934603,0.078278922109895,-8.99825262890008E-06
667254,0.604044827511347,0.078275948582186,-9.00039042422973E-06
667255,0.604062617634969,0.078268850940793,-9.00361602279576E-06
667256,0.604069652805037,0.078264779880514,-9.00528157643521E-06
667257,0.604085692802713,0.078266458629156,-9.00569805700746E-06
667258,0.604105966628281,0.078261740680987,-9.00833428524317E-06
667259,0.604118369679805,0.078259437232797,-9.00976727152836E-06
667260,0.604139352248332,0.078263506406694,-9.00973429707186E-06
667261,0.604152190381308,0.07825439070088,-9.01329394314976E-06
667262,0.604177717162933,0.078260152370385,-9.01300359418267E-06
667263,0.604196015345646,0.078255735206313,-9.01543196329957E-06
667264,0.604207933161344,0.078250467810813,-9.01775094758195E-06
667265,0.604239368001261,0.078255735851003,-9.01795700120056E-06
667266,0.604256996370575,0.078254831052021,-9.01926292651289E-06
667267,0.604269718382262,0.078259520471247,-9.01855746360258E-06
667268,0.604288346302064,0.078255920314035,-9.02075302450234E-06
667269,0.604316287174245,0.078262588234127,-9.02032375010853E-06
667270,0.60433346667429,0.078253179047538,-9.02422680271187E-06
667271,0.604343513379642,0.078256159789529,-9.02389256729474E-06
667272,0.604367879396429,0.078261426012858,-9.02368743099791E-06
667273,0.604377168834441,0.078258269428954,-9.02520221257586E-06
667274,0.604399330532026,0.078258439613999,-9.02644060768454E-06
667275,0.604406387729357,0.07826176577237,-9.0258256895126E-06
667276,0.604438697962542,0.078258220057104,-9.0288014347184E-06
667277,0.604460008444207,0.078255129031712,-9.0309962043067E-06
667278,0.604463801560026,0.078256810279434,-9.03069854890637E-06
667279,0.604466906578348,0.078260291224872,-9.02980567579759E-06
667280,0.60448510213782,0.078261387738169,-9.03052731171528E-06
667281,0.604493530260438,0.078256810855521,-9.03243002964293E-06
667282,0.604511342665816,0.078265915306013,-9.0306592102074E-06
667283,0.604518956624658,0.078261653200265,-9.0324174076839E-06
667284,0.604523016201244,0.07825791791448,-9.03380606326332E-06
667285,0.604535049099129,0.078261378620446,-9.03343947095125E-06
667286,0.604551820003234,0.07825804309226,-9.03544523522815E-06
667287,0.604546049638183,0.078258401729244,-9.03499849341793E-06
667288,0.604566537102573,0.078255744577851,-9.03701148990965E-06
667289,0.604563047867389,0.078256350754316,-9.03662126450211E-06
667290,0.604575374549237,0.078260711203037,-9.03599424878498E-06
667291,0.604584396251779,0.078252133558396,-9.03916562183804E-06
667292,0.604593987579769,0.078257018440756,-9.03821750808387E-06
667293,0.604602756868238,0.078255834370383,-9.03909354760257E-06
667294,0.604606884322933,0.078257836329449,-9.03871643992415E-06
667295,0.604618364522649,0.078263917103018,-9.03750946407156E-06
667296,0.604622594266416,0.078264237381535,-9.03765704773907E-06
667297,0.604636747199433,0.078265958699804,-9.03795047835221E-06
667298,0.604639291935952,0.078265278017055,-9.03830867005073E-06
667299,0.604660835523836,0.078264260554896,-9.03987740386025E-06
667300,0.604670674968695,0.078267801184071,-9.03935839241532E-06
667301,0.604682618369481,0.078262377789819,-9.04172698684702E-06
667302,0.604696385557141,0.078261799494137,-9.04270728935286E-06
