field.frameNumber,field.x_m,field.y_m,field.z_m
717466,0.035267008623289,0.083476082983742,2.57342281103634E-05
717467,0.035262090133584,0.083470727880991,2.57328627649711E-05
717468,0.03525852115504,0.083473884769408,2.57340444309584E-05
717469,0.03523901577595,0.083469202215514,2.57337362081778E-05
717470,0.035229244257602,0.083465633066931,2.57332044428793E-05
717471,0.035221914103713,0.083465487834527,2.57335866164499E-05
717472,0.035219254493214,0.083462396310981,2.57327879203961E-05
717473,0.035190922885566,0.083458920720989,2.57333661157211E-05
717474,0.035176089438117,0.083449390736472,2.57312905146412E-05
717475,0.035158890700649,0.083446462491276,2.57313890694166E-05
717476,0.035150556803824,0.083436147349718,2.5728692687299E-05
717477,0.035142644949938,0.08343871632758,2.57299459724969E-05
717478,0.035118908402592,0.083438013252693,2.57311117249359E-05
717479,0.035102814408954,0.083430408961635,2.57297035508031E-05
717480,0.035089709483981,0.083435109969332,2.57319169743031E-05
717481,0.035071930430409,0.083428430047208,2.5730892084741E-05
717482,0.035065344267017,0.083439523751741,2.57346976973438E-05
717483,0.035050818470613,0.083439263852593,2.57354636374885E-05
717484,0.035032778462427,0.083449920201081,2.57398015144905E-05
717485,0.035011070886092,0.083447375974234,2.57402811579821E-05
717486,0.035002298494935,0.083453812329787,2.57427775041674E-05
717487,0.034992256435018,0.083457636190692,2.57445419539204E-05
717488,0.034978884748661,0.08346355904051,2.57471478067317E-05
717489,0.034974742780603,0.083470329067043,2.5749477361503E-05
717490,0.034975304898808,0.083473168295651,2.5750320410578E-05
717491,0.034963606728985,0.083473631649799,2.57511447409042E-05
717492,0.034966190037838,0.083486003445464,2.57548104850014E-05
717493,0.034960797559937,0.083492795348678,2.57572196281086E-05
717494,0.034965163425735,0.083504043211549,2.57604348511409E-05
717495,0.034962673674456,0.083507004122584,2.57614932018257E-05
717496,0.034954890164825,0.083514149065189,2.57641505189699E-05
717497,0.034963204982357,0.083514693741901,2.57638342027744E-05
717498,0.034967975513204,0.083513362899753,2.57631458127072E-05
717499,0.034972383399643,0.083519770335241,2.57648655039855E-05
717500,0.034985374283575,0.083528034125384,2.57666578597493E-05
717501,0.034986631310591,0.083529601141499,2.57670680033351E-05
717502,0.035001346760335,0.083529757873852,2.57662591930385E-05
717503,0.035014351956147,0.083522009337253,2.57631115344048E-05
717504,0.035025537823692,0.083525558139705,2.57635546399015E-05
717505,0.03503692237988,0.083521147047658,2.57615308532078E-05
717506,0.035057139254042,0.083521568711979,2.57604833132086E-05
717507,0.035063272728696,0.083516583152517,2.57585881946465E-05
717508,0.035082835968724,0.08351689065385,2.57575435134716E-05
717509,0.035105890937974,0.083515108880118,2.57556509828949E-05
717510,0.035129665712238,0.083514389829718,2.57540443338033E-05
717511,0.035139255596863,0.083502168699765,2.57497159910081E-05
717512,0.035153376639547,0.083490990381197,2.57454453814199E-05
717513,0.035168268952764,0.083487750129036,2.57435784309368E-05
717514,0.03519008948312,0.083480723769233,2.57401400540758E-05
717515,0.035210719672875,0.083471172020512,2.5735992028264E-05
717516,0.035221255486346,0.08345493796017,2.57303707534851E-05
717517,0.035248586704713,0.083440600234177,2.57243561131992E-05
717518,0.035259844849478,0.083433394912833,2.57214777788506E-05
717519,0.035292045324691,0.083423021162808,2.57164022432477E-05
717520,0.035298069608337,0.083407516094502,2.57112686251615E-05
717521,0.035319789074322,0.083398515306121,2.57072271003245E-05
717522,0.035335970007347,0.083384901959176,2.57020853927648E-05
717523,0.035340109511797,0.083374034167264,2.56984919801417E-05
717524,0.035349262088395,0.083368695816691,2.56963121806342E-05
717525,0.035367083591346,0.083352407176952,2.56902496879596E-05
717526,0.035366246391077,0.083342165030615,2.56871391492441E-05
717527,0.035385945848511,0.083326363853533,2.56811176313487E-05
717528,0.035395861302832,0.083323936437515,2.56797913052442E-05
717529,0.035401392165077,0.083313870631343,2.56763642293434E-05
717530,0.035402918706832,0.0832981421421,2.56714236819833E-05
717531,0.035409780251389,0.08328331607177,2.5666450739037E-05
717532,0.035409924879759,0.083272464544548,2.56630950396519E-05
717533,0.035426451825927,0.083264591154776,2.56597037314177E-05
717534,0.035423173460932,0.083250214669476,2.56554601045234E-05
717535,0.035424531068537,0.083242528146966,2.56530100319341E-05
717536,0.035414023919398,0.083236889908964,2.56518828820607E-05
717537,0.035430686257735,0.08323289295883,2.56496794185934E-05
717538,0.035421682350258,0.083226430295292,2.56482104035727E-05
717539,0.035411278517938,0.083210264048987,2.56438297542849E-05
717540,0.035409937129382,0.08320823087,2.56432807320128E-05
717541,0.035401133331,0.083207664964403,2.56436189819964E-05
717542,0.035396982379181,0.083197634906931,2.56407668863257E-05
717543,0.035384969056438,0.083199356942546,2.56419978278966E-05
717544,0.035375432478038,0.083192171326868,2.56403368378288E-05
717545,0.035372893288701,0.083192032448701,2.56404419040623E-05
717546,0.035367807073576,0.08319139480109,2.56405414799654E-05
717547,0.035346279383965,0.083192561063613,2.56421551870778E-05
717548,0.03533898897114,0.08318539845512,2.56403704577135E-05
717549,0.035322223557285,0.083187136876529,2.56418832568217E-05
717550,0.0353095779531,0.08318200414253,2.56410365981896E-05
717551,0.035307833141271,0.083190988513451,2.56439095608907E-05
717552,0.035283408855599,0.083194765849574,2.56464974054404E-05
717553,0.035271840406264,0.083206080844823,2.56506614896845E-05
717554,0.035262941606756,0.08321500179243,2.565393159909E-05
717555,0.035256343250784,0.083216933371776,2.56549117622074E-05
717556,0.035232267908058,0.083221170931804,2.56576212429027E-05
717557,0.035208090601356,0.083230646031988,2.56619522405743E-05
717558,0.035191440273193,0.083238763914971,2.56654261525657E-05
717559,0.035164035046209,0.083248180822386,2.56699272219718E-05
717560,0.035150906525539,0.083250481126134,2.56714014958415E-05
717561,0.035142659272132,0.08326535462561,2.56764697849632E-05
717562,0.035117783135524,0.083279333336239,2.5682230677615E-05
717563,0.035088758591267,0.083282799184569,2.5684990399677E-05
717564,0.035075151020473,0.083303249196361,2.56920910578495E-05
717565,0.03505427623324,0.08331315386219,2.56963621921291E-05
717566,0.035029538923534,0.083322365476368,2.57006445338326E-05
717567,0.035005464832539,0.083340479717026,2.57076343587181E-05
717568,0.03498103306139,0.083341263520085,2.57092992509977E-05
717569,0.034954285610168,0.083353381302412,2.57145951210735E-05
717570,0.034929742605293,0.083361402395138,2.57184989151393E-05
717571,0.034906844242796,0.083372187453772,2.57231594874008E-05
717572,0.03489370786186,0.083381112378974,2.57266776576004E-05
717573,0.034866720552282,0.083392616068603,2.57317980754679E-05
717574,0.034844211885541,0.083403141623529,2.57363559014734E-05
717575,0.03482072216223,0.08339677741969,2.57357610379261E-05
717576,0.034808334033476,0.083417935152892,2.57430089696808E-05
717577,0.034784189804348,0.083423344895073,2.57460840352719E-05
717578,0.034750414896935,0.083427201173073,2.57492408924365E-05
717579,0.034734861895096,0.083440863645993,2.57543611773547E-05
717580,0.034716639398865,0.083444675997616,2.57565985770092E-05
717581,0.034684248044821,0.083439710505916,2.57569536703528E-05
717582,0.034667932358456,0.083445838890896,2.57597944070542E-05
717583,0.034651106960265,0.083439423325156,2.57587955117544E-05
717584,0.034622369984876,0.083438363132978,2.57601423758191E-05
717585,0.034602374557329,0.083425285713612,2.57572732075273E-05
