field.frameNumber,field.x_m,field.y_m,field.z_m
727933,0.179838800875903,0.203481704594955,5.43301809888264E-05
727934,0.179796309260673,0.203465703743166,5.43277204294035E-05
727935,0.179770980085511,0.203437874881782,5.43206116984662E-05
727936,0.179747326634136,0.203410191332989,5.43134501816978E-05
727937,0.179721574470919,0.203383408550074,5.43066887634391E-05
727938,0.17970449641719,0.20334497076526,5.42958269741933E-05
727939,0.179685227403008,0.203335506493992,5.42940300095607E-05
727940,0.179667224453898,0.203308980334854,5.42868963681609E-05
727941,0.179651139766239,0.203304797299754,5.42865429764561E-05
727942,0.179649895124012,0.203300583077097,5.42853155514056E-05
727943,0.179648125111901,0.203290549431999,5.42823236624468E-05
727944,0.179655748132298,0.203277477926989,5.42778475795536E-05
727945,0.179665150675592,0.203283775680907,5.42792425057836E-05
727946,0.179676648157345,0.203284378016243,5.42787585894322E-05
727947,0.179693429253124,0.20329402156783,5.42807557733505E-05
727948,0.179709933704359,0.203295608054213,5.42802837796286E-05
727949,0.179728777789941,0.203298226212506,5.42799937359173E-05
727950,0.179750426527738,0.203295740056659,5.4277965842231E-05
727951,0.179751105741001,0.20330639278319,5.42812122311109E-05
727952,0.17977517534523,0.203301935194217,5.42784352147163E-05
727953,0.179795147773896,0.203297860573341,5.42760149838672E-05
727954,0.179799278771003,0.203296722744435,5.42754233826548E-05
727955,0.179811919699287,0.203293875663384,5.42738088508687E-05
727956,0.179833399131938,0.203274584421721,5.42666071025044E-05
727957,0.17983379344913,0.203282052983761,5.42688878953368E-05
727958,0.179853990227173,0.20326644661878,5.42628975012116E-05
727959,0.179863684385316,0.203260353747379,5.42604534148339E-05
727960,0.179869437182666,0.203251132492513,5.42572739226643E-05
727961,0.179864994667801,0.203240385704184,5.42542177265348E-05
727962,0.179877432738152,0.203212956945632,5.42450325177746E-05
727963,0.179863807497958,0.20320191325877,5.42424196219859E-05
727964,0.179858230842084,0.203174054937212,5.42341512446143E-05
727965,0.179859307757323,0.203144168331166,5.42248696583369E-05
727966,0.17985447751131,0.203119400949175,5.4217511238408E-05
727967,0.179843480022727,0.203096409612471,5.42110598931722E-05
727968,0.179839305089079,0.203061260525429,5.42004609491165E-05
727969,0.179816608290993,0.203037330358566,5.41944014814666E-05
727970,0.179814249379702,0.203001713064289,5.41835523327761E-05
727971,0.179800210312754,0.202978177014284,5.41771101327249E-05
727972,0.179783153488418,0.202956951093872,5.41715562987766E-05
727973,0.179765032699164,0.202927880786015,5.41636447503047E-05
727974,0.179758199593764,0.202900266224067,5.41555247496883E-05
727975,0.179736625663043,0.202882054079421,5.41511636642511E-05
727976,0.179710411257644,0.202862364306442,5.41466170892457E-05
727977,0.179689256440793,0.202857947299013,5.41464868550889E-05
727978,0.179683178250924,0.20280512387195,5.41305469257125E-05
727979,0.179659898712689,0.202801269459588,5.41307139921288E-05
727980,0.17963470824108,0.202788102297836,5.41281197468657E-05
727981,0.179612372441126,0.202777982219815,5.41262991274882E-05
727982,0.179592796226464,0.202761622284927,5.41223930123347E-05
727983,0.179572582365751,0.202735462201302,5.41155010736483E-05
727984,0.179549385368463,0.202720511565728,5.41122405786076E-05
727985,0.17952213284623,0.20271391187369,5.41117922540635E-05
727986,0.179506950732509,0.202685019568868,5.41037644388731E-05
727987,0.179493769991912,0.202671501975582,5.41003625473824E-05
727988,0.179483159078212,0.202655170371403,5.40959429539134E-05
727989,0.179472802999984,0.20262792200436,5.40881411189575E-05
727990,0.179465025870105,0.202588809865846,5.40765295507506E-05
727991,0.179451468705827,0.202581721457803,5.40751327395839E-05
727992,0.179437766260324,0.202561628337711,5.40697329418638E-05
727993,0.179441154320662,0.202526645777148,5.4058744830443E-05
727994,0.179439342556727,0.202498286345038,5.40501025795281E-05
727995,0.179432944123007,0.202470001158681,5.40417503983592E-05
727996,0.179410643985488,0.202463942989812,5.40411806431718E-05
727997,0.179418370027487,0.202435361595835,5.40319143605972E-05
727998,0.179432305731945,0.202394097083914,5.40183741241651E-05
727999,0.179431780281123,0.202376507888932,5.40129791471999E-05
