field.frameNumber,field.x_m,field.y_m,field.z_m,,,field.frameNumber,field.x_m,field.y_m,field.z_m
675305,0.5048130097430499,0.08723766205852135,0.47942421604915275,,,675305,0.5083164070178007,0.08576628197355785,0.1138456605820404
675306,0.5048153610889791,0.08716491555162185,0.4794248924242859,,,675306,0.5083155741137975,0.08575787952417185,0.11384605314657556
675307,0.5048161159256821,0.08709112142621225,0.47942688066293426,,,675307,0.5083256444748332,0.085751924636427,0.11384787589028525
675308,0.5048125000137864,0.087018928145331,0.47942500695159807,,,675308,0.508322318296891,0.0857401555051382,0.1138457886070731
675309,0.504805986370253,0.08694960128659904,0.47942418241987644,,,675309,0.5083130312470934,0.08573214373673195,0.11384472812493696
675310,0.5047964660351312,0.0868784725118286,0.4794268944843699,,,675310,0.5083143388757805,0.08572769711513259,0.1138473282393418
675311,0.5047792231622124,0.08680965589762794,0.47942503413965853,,,675311,0.5083044418875381,0.08571343009922505,0.11384537101385335
675312,0.5047564711402983,0.0867389874569684,0.4794247675707885,,,675312,0.5083004451306744,0.08570589660201519,0.11384510191516081
675313,0.5047298641182572,0.0866700633695169,0.47942692677417204,,,675313,0.5083009048546074,0.08569619007338425,0.1138473619622121
675314,0.5046930053615231,0.086601818322842,0.4794296567629693,,,675314,0.5082991411194713,0.08568826074581584,0.1138502807491023
675315,0.5046511308722018,0.08653426994800135,0.47943157747781495,,,675315,0.5082986082167913,0.08568068126556595,0.11385246666235604
675316,0.504602917476056,0.08646892953887295,0.47943230791525937,,,675316,0.508291966299086,0.08567275903221461,0.1138534846766243
675317,0.504548196375306,0.0864048378293062,0.47942891754810935,,,675317,0.5082835412395574,0.08565977343621095,0.11385045668500696
675318,0.5044880955982118,0.08634543361248369,0.4794265734870592,,,675318,0.5082729056561386,0.08565537046937399,0.11384851343021785
675319,0.5044286454273672,0.0862863324501406,0.47942356399794694,,,675319,0.5082687630322884,0.08565036987486374,0.11384598260430785
675320,0.5043647336778422,0.08623194801017965,0.4794217996508513,,,675320,0.5082678440539841,0.0856458118501679,0.11384480209351991
675321,0.5043017491467683,0.0861813248339579,0.47941777138259023,,,675321,0.5082442856466115,0.08563724505768999,0.11384113187674849
675322,0.5042413075739243,0.08612871255180675,0.47941919117082354,,,675322,0.5082374591119588,0.0856286206595255,0.11384307098485745
675323,0.5041835365568718,0.08608084516158096,0.47942057614477285,,,675323,0.5082340532397649,0.0856209993706947,0.1138450014332095
675324,0.5041262237836536,0.0860337210823785,0.4794188218314725,,,675324,0.5082325494392878,0.0856191745567885,0.1138438155604917
675325,0.5040718324393096,0.08598458428266405,0.47941819665483665,,,675325,0.5082179552011776,0.08560752438649835,0.113843598985472
675326,0.5040209937545304,0.0859370008666603,0.47941705602595563,,,675326,0.5082073230922335,0.08560522986282815,0.1138428726596833
675327,0.5039746162486298,0.0858860536169065,0.4794188043228085,,,675327,0.5082087651123328,0.08559856692180079,0.11384513417677655
675328,0.5039336674023147,0.08583232364992295,0.4794207897826014,,,675328,0.5082048660380092,0.0855967636902159,0.11384751348500399
675329,0.50390135366676,0.085777645495339,0.4794196580960522,,,675329,0.5082007503301883,0.0855894380891529,0.11384668489433655
675330,0.503873467517281,0.0857201616870717,0.47941743516328084,,,675330,0.5081937132300138,0.08558410217722864,0.11384468462786285
675331,0.503855193498516,0.08565957557826505,0.4794165429028109,,,675331,0.5081932757957898,0.0855726777936833,0.11384398859929555
675332,0.5038472301631334,0.08559336647812545,0.479416818206232,,,675332,0.5081950549601331,0.08556512562219015,0.1138443704052136
675333,0.5038472069649917,0.08552269333190275,0.47941702012229886,,,675333,0.5081891355076904,0.0855533969196859,0.11384450244207264
675334,0.5038520532918347,0.0854488549566868,0.4794207672252915,,,675334,0.5081944136124682,0.0855466341071026,0.1138482664606372
675335,0.5038634802441173,0.08537325005617745,0.4794221744348923,,,675335,0.5081919447761618,0.0855376301950447,0.11384953275720275
675336,0.5038812899080343,0.0852924199383476,0.47942379148351466,,,675336,0.5081991798778618,0.08552782330523184,0.11385106358836256
675337,0.5039053089205476,0.085211351865752,0.4794270759664103,,,675337,0.5081978969837329,0.0855202319308635,0.11385410479640605
675338,0.503927141436052,0.08512953400664594,0.4794271406390793,,,675338,0.5082094944238966,0.08550971814959725,0.1138541166313654
675339,0.5039549442102027,0.08504354924188025,0.4794258847819109,,,675339,0.5082083719700972,0.085499745408869,0.11385261003854535
675340,0.5039857176523439,0.0849583198236731,0.4794250748732857,,,675340,0.508212349799869,0.08549053650527816,0.1138515921159433
675341,0.5040215854384651,0.08487130583249444,0.47942537654130357,,,675341,0.5082173060093682,0.0854766023009507,0.11385165139914336
675342,0.5040617956656226,0.0847847928588387,0.4794234345988067,,,675342,0.5082216334752991,0.0854688939010475,0.1138494383622023
675343,0.5041080013452552,0.08469938439473886,0.4794232526699504,,,675343,0.5082350063504194,0.08545954603615785,0.113849034551104
675344,0.5041601920216575,0.08461644136928351,0.47942685985252775,,,675344,0.5082355480968256,0.08544859405492165,0.11385221909635045
675345,0.5042045921814489,0.0845317846660924,0.4794242586377988,,,675345,0.5082421531852093,0.08543969967463455,0.11384937881053586
675346,0.5042664031238708,0.0844573794256183,0.479429738464915,,,675346,0.5082522411581982,0.08542815492175154,0.11385445256700345
675347,0.5043144355916206,0.0843768512849,0.4794288332689603,,,675347,0.5082672799643048,0.08542133058703155,0.11385339228093064
675348,0.504374785381956,0.08430459429062175,0.4794285215019356,,,675348,0.508262399688984,0.08540376123487994,0.11385254136064124
675349,0.5044349990961676,0.08423425780605345,0.47942722392043075,,,675349,0.5082765860554932,0.0853978171492792,0.1138509564897777
675350,0.5045047494024408,0.0841666023328357,0.4794292208645538,,,675350,0.5082874004318768,0.08538833597907265,0.11385252865438736
675351,0.5045735203312132,0.08410077553796885,0.47942863015280646,,,675351,0.5082937520735726,0.08538620948387221,0.1138515158464081
675352,0.5046461282438256,0.08403630595618951,0.4794283407696952,,,675352,0.5083050622307497,0.0853768261563804,0.11385080565995709
675353,0.5047210178460908,0.0839728481807634,0.47942844268639917,,,675353,0.5083105521420468,0.08537284455318185,0.1138504424963783
675354,0.5048014291130889,0.0839079492976067,0.4794294290527015,,,675354,0.5083184004270551,0.0853591328069695,0.11385092319050161
675355,0.5048840022618197,0.08384323775961326,0.4794302719751705,,,675355,0.5083259564101175,0.08534907570904765,0.11385127316239575
675356,0.5049718685136053,0.08377663022157024,0.47943295698086397,,,675356,0.5083433876420509,0.0853382767573809,0.11385353594064275
675357,0.5050591616388884,0.08370431928419445,0.47943511241918224,,,675357,0.5083516413658686,0.08533154147720755,0.1138552569916415
675358,0.5051524598981332,0.08363152797857845,0.4794381983199091,,,675358,0.5083592587213341,0.0853199908014069,0.11385785899099629
675359,0.5052437300403954,0.08355143296731299,0.47944324382407133,,,675359,0.5083699568762221,0.0853075375586906,0.11386252527935005
675360,0.5053636143158899,0.0835002917064756,0.4794483707395632,,,675360,0.5082865799058023,0.08527556266696454,0.11386606310636205
675361,0.5054570805899607,0.08340981475183246,0.47945065863290304,,,675361,0.5082943065487073,0.085256743283675,0.11386803052662005
675362,0.5055438454565392,0.08331753556127044,0.4794512741567386,,,675362,0.5083056789411282,0.0852401980777323,0.1138684591696406
675363,0.5056308179972915,0.08321994581224935,0.47944727941589227,,,675363,0.5083000328162848,0.0852226334082385,0.1138642060879789
675364,0.5057120900447932,0.0831215877316583,0.47944508836556915,,,675364,0.5082999663158305,0.08520823147721265,0.1138618997702447
675365,0.5057918102124952,0.0830190391829391,0.4794491487858863,,,675365,0.5083169760307309,0.0851877232788638,0.1138659991247975
675366,0.5058687137187039,0.0829153996115371,0.47945053093322143,,,675366,0.5083239492701925,0.08517401031536359,0.11386744945198705
675367,0.5059425969431683,0.08280991701965379,0.47945464545361505,,,675367,0.5083292727645923,0.08516019992873375,0.11387168781197354
675368,0.5060067742658876,0.08270357458400344,0.4794534899664298,,,675368,0.5083444573044622,0.08514187185173736,0.11387079218973681
675369,0.5060663873280786,0.08259906106543785,0.4794524462326266,,,675369,0.5083415995742941,0.0851303526603859,0.11386998639444515
675370,0.5061178512878589,0.08249647870861175,0.47945545044103205,,,675370,0.5083567747514939,0.08511137703962404,0.11387335501282045
675371,0.5061634706606709,0.0823944889870371,0.47945449389973954,,,675371,0.5083548399157048,0.0851025999505363,0.1138727889348479
675372,0.5062068840441243,0.08229485535160666,0.4794536030716276,,,675372,0.5083607260707316,0.0850930630564658,0.1138723535970347
675373,0.5062470941294214,0.08219812668463461,0.47945192940909714,,,675373,0.5083677936380788,0.08508064606634186,0.1138711412310972
675374,0.5062861636889571,0.0821052412483294,0.4794558758119638,,,675374,0.5083805199222444,0.08506944478664635,0.11387558895476596
675375,0.5063228130708675,0.0820155824568698,0.47945449316164784,,,675375,0.5083846011924544,0.08505573751908235,0.1138746448984005
675376,0.5063578468070549,0.08193095523727949,0.4794526818311565,,,675376,0.5083831083075558,0.08504470307958555,0.11387324879441045
675377,0.5063904268824595,0.0818479621397355,0.47945323045617716,,,675377,0.5083813554037352,0.08503184062579265,0.1138742128817973
675378,0.5064174334978415,0.08176896041410266,0.4794581366157096,,,675378,0.5083934943366865,0.08502422950103894,0.11387966709654815
675379,0.5064387183566679,0.08169335792642025,0.4794597630166774,,,675379,0.5083870859120304,0.08501361721370479,0.1138817293338889
675380,0.506449773288874,0.08161937658541266,0.47945924202825096,,,675380,0.5083978787685207,0.0850059309817348,0.1138818150670115
675381,0.5064536084850115,0.0815511534598867,0.47945688380159185,,,675381,0.5083917921079022,0.0849964118832485,0.11387995262584075
