field.frameNumber,field.x_m,field.y_m,field.z_m,,,field.frameNumber,field.x_m,field.y_m,field.z_m
690341,0.11648397077738325,0.3111828596923974,0.4800006923549216,,,690341,0.1233736504557206,0.31765765026855486,0.11452466253878671
690342,0.11640692674282375,0.3112336524675696,0.4800005724115205,,,690342,0.123366986046444,0.31766777954006326,0.11452515798184275
690343,0.11633025567537936,0.31128340121829984,0.4799974782621454,,,690343,0.1233518583662741,0.31767688754639706,0.1145225278244126
690344,0.1162567474231421,0.311335555031053,0.47999510229376463,,,690344,0.1233372292019633,0.3176765033153947,0.11452037249446005
690345,0.11618515441235305,0.3113887461596054,0.47999170207432396,,,690345,0.12333022949418496,0.31768882317189495,0.11451752254729666
690346,0.1161151460973522,0.3114388299678319,0.47999003564146103,,,690346,0.12331708637795219,0.3176913374351902,0.11451615534930529
690347,0.11604487469880229,0.31148532891460495,0.47998843990080936,,,690347,0.12330812090076905,0.3176991086034338,0.11451511232979786
690348,0.1159789203253236,0.3115312891528418,0.4799905796951116,,,690348,0.12329696018564365,0.31770603872115155,0.11451768366913954
690349,0.11591324157068825,0.3115755208420788,0.47998830496566913,,,690349,0.1232878930971283,0.31771103636795195,0.11451588612488305
690350,0.11584928463248151,0.31161725163595755,0.47998843729013907,,,690350,0.12328195179667426,0.31771881304641103,0.11451662527665375
690351,0.11578548828953815,0.3116551151506661,0.4799872977030132,,,690351,0.12326960587622235,0.3177246577003927,0.1145160025149707
690352,0.11572400754231901,0.31169094786544616,0.4799889092505827,,,690352,0.1232600322094051,0.31773045169395797,0.1145181830700005
690353,0.11566544204348034,0.31172299807808046,0.4799869679051507,,,690353,0.1232501467130013,0.31773703892119115,0.11451682885538761
690354,0.11561030181203624,0.3117563575274967,0.47998674505134176,,,690354,0.12324255667883205,0.3177393281249321,0.1145170859581167
690355,0.11555640211719029,0.31178585041642326,0.4799867069224169,,,690355,0.1232363450016934,0.31774531735697176,0.1145176628156486
690356,0.11550697073785765,0.31181878674801755,0.47998733683809347,,,690356,0.12322802215468326,0.31775212993387913,0.1145187338461304
690357,0.11545824595762184,0.3118488016937445,0.47998539271079854,,,690357,0.12322153689192056,0.3177535858684363,0.11451722199416911
690358,0.11541490894220605,0.31187997238509846,0.47998265050836464,,,690358,0.12321716244118346,0.31775662296386764,0.1145148560482339
690359,0.11537619464450746,0.3119105619876012,0.47998414396672207,,,690359,0.1232116172917731,0.31775988346381423,0.11451662070446796
690360,0.1153454156579642,0.3119378617095098,0.47998186654306363,,,690360,0.12320477081341522,0.3177640818308666,0.1145144881563223
690361,0.11531623160169714,0.3119653478649923,0.47998333226374434,,,690361,0.12319858862151176,0.3177659574746109,0.11451604187347064
690362,0.11529415172457645,0.3119936433753671,0.479984212432814,,,690362,0.1231989411114108,0.31776871903733583,0.1145170021730042
690363,0.11527749468789131,0.3120180467152325,0.4799831066120299,,,690363,0.12319838676755585,0.3177703259790239,0.11451588548108735
690364,0.11526541720516766,0.31204047636338295,0.4799835259413672,,,690364,0.12319658481675286,0.3177717838509099,0.1145161981758883
690365,0.1152577412533217,0.3120613559063469,0.47998399624855315,,,690365,0.12319511877464641,0.31777883211448116,0.11451658665758435
690366,0.11525482610874149,0.31208146671361514,0.479982859726068,,,690366,0.12318901764794335,0.3177784631837754,0.11451506113763174
690367,0.11525650137240945,0.31209814091923777,0.47998291408271687,,,690367,0.1231902229430043,0.31777968468517004,0.11451486473815964
690368,0.11526471739052016,0.3121112012296151,0.47998275293628373,,,690368,0.12319312030615145,0.317782689074227,0.1145144319807248
690369,0.115280411772785,0.31211981033045477,0.4799804650377783,,,690369,0.12319478527416229,0.31778301857397717,0.11451171160773355
690370,0.11530067046240361,0.31212569600704865,0.4799800350265901,,,690370,0.1231915054307211,0.3177875319122095,0.1145107513556837
690371,0.11532782188756881,0.3121278019913554,0.4799823219948922,,,690371,0.12319708455796269,0.3177873961067158,0.114512538471393
690372,0.1153629894555795,0.31212503594041197,0.4799832955178591,,,690372,0.12319910213380875,0.3177863069824556,0.11451282568818574
690373,0.115403498045026,0.312117903375239,0.47998665657028283,,,690373,0.12320865400038986,0.31778613498391484,0.11451563219190264
690374,0.1154465311234278,0.3121083969021013,0.4799882930841015,,,690374,0.12321552725241235,0.3177894691002888,0.11451669762548536
690375,0.11549778851711186,0.31209575129467293,0.479990596063426,,,690375,0.12322278432749076,0.317785444420952,0.11451820202921434
690376,0.1155533694476237,0.31208121679633755,0.47999016855579624,,,690376,0.12323260687146839,0.31778757409138164,0.11451706999962474
690377,0.1156135056122139,0.3120651858210827,0.4799909952254492,,,690377,0.1232443933481765,0.3177835922434683,0.11451707228485244
690378,0.1156792445945237,0.3120465515464165,0.4799915766345687,,,690378,0.1232455695880815,0.3177814751434851,0.11451657017493785
690379,0.1157519334412242,0.31202790490471344,0.4799896507400016,,,690379,0.12325377334066405,0.31777389726509125,0.11451348880990095
690380,0.11582930462982391,0.31201437926098663,0.4799927921218542,,,690380,0.12326312493885619,0.3177729420815836,0.1145154381871762
690381,0.11591121371055904,0.3120002921854418,0.4799933055807205,,,690381,0.12327334398585785,0.3177694199175449,0.11451466711841621
690382,0.11599717729275286,0.311987790223774,0.47999373723221345,,,690382,0.12328649834449876,0.31777225014728416,0.1145138817117792
690383,0.11608791021680306,0.31197643884470694,0.47999471656949744,,,690383,0.1233036409646331,0.3177676501907045,0.11451350765423679
690384,0.1161798262829514,0.3119658579710707,0.4799983956337764,,,690384,0.1233178933936698,0.31777380856618553,0.1145159272757891
690385,0.11627444066095845,0.31195584185523884,0.4800015259892691,,,690385,0.12332739170717916,0.31776895951710715,0.1145174873311787
690386,0.11636935214070857,0.3119495584033572,0.48000125091109247,,,690386,0.12333682785100986,0.3177681693977654,0.1145156601998282
690387,0.1164665950764746,0.3119396744817784,0.47999984527035866,,,690387,0.1233517965488574,0.317766793639798,0.11451283092888764
690388,0.11656710615296086,0.31193453285530964,0.47999892527703436,,,690388,0.12336197526725445,0.31776643372794433,0.11451029665068295
690389,0.11666676160751369,0.31192815198944857,0.48000073817877653,,,690389,0.12337157152629435,0.31777124291745534,0.1145106250681758
690390,0.11676565742589155,0.3119227330508604,0.4800017251914306,,,690390,0.123384306234036,0.3177684684893113,0.11451008392671205
690391,0.1168657158624465,0.31191655643825483,0.4800074686450868,,,690391,0.12339733522693655,0.31776574255781115,0.11451431694528315
690392,0.11696220735043794,0.31191396618478645,0.4800132306525991,,,690392,0.1234149665157229,0.3177652312498549,0.11451871145219755
690393,0.11705893637414495,0.31191028792181774,0.48001534953955716,,,690393,0.1234286370267907,0.3177646981768838,0.114519423757339
690394,0.11715383386005976,0.3119058861097235,0.4800174629447528,,,690394,0.12344572564233175,0.3177607245034544,0.11452019628681584
690395,0.11724699132564195,0.31190100824686884,0.48001674872928457,,,690395,0.1234608162761733,0.31776168527211146,0.1145182400954879
690396,0.11733939093339245,0.31189597145923426,0.4800226944078585,,,690396,0.12347205201785993,0.3177619119463807,0.11452289936076965
690397,0.11743485971032366,0.31189326211024176,0.4800274758435896,,,690397,0.12348110305945255,0.3177662954757491,0.1145263549291794
690398,0.1175262045351305,0.31188965490313353,0.48002676914694264,,,690398,0.12348745790054794,0.31775973127623447,0.1145242046813471
690399,0.11762007491744104,0.3118876458429196,0.48002631104936366,,,690399,0.1235021417307608,0.31776587373173404,0.11452259465768265
690400,0.1177109580131018,0.3118842379154718,0.4800250020420749,,,690400,0.12350482312331496,0.31777227818899134,0.11452003480077774
690401,0.11780426032946084,0.311879328290691,0.4800255538902572,,,690401,0.1235158976627341,0.3177679443070609,0.11451930172810265
690402,0.11789514218636715,0.31187247729157164,0.4800261672274489,,,690402,0.12352955753113425,0.3177663860636401,0.11451880181281224
690403,0.1179867504365831,0.3118634574916382,0.48002829548291176,,,690403,0.123534919015685,0.3177724853395788,0.11451985483543545
690404,0.11807729986395515,0.31185515646087714,0.4800294937890801,,,690404,0.12354446397596089,0.3177787174690074,0.11452006776726745
690405,0.11816650966373615,0.31184055308993464,0.480029881036808,,,690405,0.1235516509986089,0.31778665829770986,0.11451960340442574
690406,0.1182538030512171,0.3118209711744199,0.4800296728219098,,,690406,0.12355357756863444,0.3177907719324652,0.11451853367808926
690407,0.1183440385015204,0.3117987368970846,0.48003239936295306,,,690407,0.1235626576109781,0.3177920745133127,0.11452047768590584
690408,0.11842732355701274,0.31177165466302426,0.4800334695705879,,,690408,0.12357087067420394,0.317789818287187,0.11452089167635775
690409,0.11850912903817334,0.3117406251138062,0.48003530156504626,,,690409,0.1235783915260529,0.31779280149902855,0.114522247477958
690410,0.11859117737557495,0.3117033351501216,0.4800354741399354,,,690410,0.12358229941504459,0.31778821246189715,0.11452188760979395
690411,0.1186734235041571,0.3116620306924091,0.4800344182559399,,,690411,0.12358947599887894,0.3177843831388696,0.11452044014069729
690412,0.1187534793936336,0.3116195037180992,0.4800351071920996,,,690412,0.12360220822311804,0.31778403159164814,0.11452093866497676
690413,0.11883403089895231,0.311574837571463,0.4800336334670877,,,690413,0.1236072973831014,0.3177784796514399,0.11451913345203435
